doe_id,Material_ID,Blechdicke,Niederhalterkraft,Ziehspalt,Stempel_ID,Einlegeposition,Ziehtiefe,Breite,UG,OG,E,Material_Name,Rp0,Rp0.2,Rp100,Rp25,Rp50
172,2,1.19,260,2.4,3,-5,30,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
173,2,1.19,30,2.4,3,-1,30,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
174,2,1.19,110,2.4,3,4,70,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
175,4,0.99,390,2.4,3,2,50,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
176,4,0.99,350,2.4,3,5,30,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
177,1,1.0,240,2.4,3,1,70,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
178,3,1.01,440,1.6,2,-3,30,71.8,1.14,1.33,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
179,6,1.01,50,2.4,3,-2,50,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
180,3,1.01,60,2.4,3,-4,30,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
181,3,1.01,100,2.4,3,2,30,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
182,2,1.19,410,2.4,3,-5,70,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
183,2,1.19,230,2.4,3,-5,30,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
184,2,1.19,90,2.4,3,4,50,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
185,6,1.01,170,1.6,2,0,30,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
186,1,1.0,130,1.6,2,-4,30,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
187,1,1.0,120,2.4,3,1,70,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
188,5,1.48,360,2.4,3,-2,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
189,1,1.0,10,2.4,3,5,30,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
190,2,1.19,140,2.4,3,-1,70,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
191,6,1.01,80,2.4,3,3,30,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
192,2,1.19,300,2.4,3,-3,50,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
193,4,0.99,400,2.4,3,-5,50,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
194,3,1.01,70,1.6,2,-2,30,71.8,1.14,1.33,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
195,1,1.0,210,2.4,3,0,70,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
196,2,1.19,190,2.4,3,-3,30,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
197,2,1.19,150,2.4,3,2,30,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
198,4,0.99,500,1.6,2,1,70,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
199,1,1.0,200,1.6,2,4,30,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
200,5,1.48,330,2.4,3,-5,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
201,1,1.0,290,2.4,3,-1,30,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
202,6,1.01,10,1.6,2,-4,30,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
203,1,1.0,460,2.4,3,3,50,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
204,1,1.0,320,1.6,2,5,70,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
205,6,1.01,130,1.6,2,0,70,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
206,6,1.01,200,2.4,3,-2,30,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
207,4,0.99,50,2.4,3,-5,30,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
208,3,1.01,120,1.6,2,1,50,71.8,1.14,1.33,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
209,3,1.01,250,2.4,3,-4,30,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
210,4,0.99,430,1.6,2,-1,50,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
211,4,0.99,310,1.6,2,3,70,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
212,4,0.99,270,1.6,2,5,30,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
213,4,0.99,70,2.4,3,4,30,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
214,2,1.19,60,2.4,3,2,30,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
215,1,1.0,460,2.4,3,-5,50,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
216,6,1.01,100,1.6,2,-3,70,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
217,6,1.01,10,2.4,3,-5,70,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
218,2,1.19,230,2.4,3,1,30,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
219,3,1.01,190,1.6,2,5,30,71.8,1.14,1.33,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
220,3,1.01,170,1.6,2,-4,50,71.8,1.14,1.33,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
221,6,1.01,480,2.4,3,0,30,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
222,4,0.99,20,2.4,3,-5,50,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
223,5,1.48,150,2.4,3,2,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
224,5,1.48,160,2.4,3,-1,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
225,5,1.48,490,2.4,3,3,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
226,3,1.01,470,1.6,2,4,50,71.8,1.14,1.33,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
227,1,1.0,390,1.6,2,-2,30,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
228,6,1.01,340,2.4,3,-3,30,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
229,4,0.99,300,2.4,3,-5,70,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
230,6,1.01,220,2.4,3,5,50,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
231,2,1.19,180,2.4,3,-2,30,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
232,3,1.01,260,2.4,3,1,30,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
233,6,1.01,140,1.6,2,-4,30,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
234,1,1.0,370,2.4,3,4,70,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
235,6,1.01,90,1.6,2,-5,50,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
236,3,1.01,30,1.6,2,3,30,71.8,1.14,1.33,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
237,4,0.99,40,1.6,2,2,70,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
238,1,1.0,440,2.4,3,-3,30,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
239,1,1.0,110,1.6,2,0,30,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
240,4,0.99,500,2.4,3,-1,50,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
241,5,1.48,320,2.4,3,-5,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
242,3,1.01,10,2.4,3,0,70,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
243,5,1.48,450,2.4,3,-3,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
244,1,1.0,330,1.6,2,-2,50,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
245,1,1.0,400,1.6,2,3,30,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
246,6,1.01,380,1.6,2,-4,30,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
247,1,1.0,350,1.6,2,4,50,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
248,2,1.19,360,2.4,3,5,70,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
249,6,1.01,80,1.6,2,1,30,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
250,1,1.0,240,1.6,2,-1,70,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
251,4,0.99,410,1.6,2,-5,50,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
252,1,1.0,210,1.6,2,2,30,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
253,3,1.01,290,2.4,3,1,50,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
254,5,1.48,420,2.4,3,0,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
255,5,1.48,280,2.4,3,-5,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
256,5,1.48,440,2.4,3,4,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
257,2,1.19,230,2.4,3,-2,30,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
258,6,1.01,460,1.6,2,3,30,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
259,6,1.01,380,2.4,3,2,70,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
260,3,1.01,90,2.4,3,-4,50,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
261,5,1.48,320,2.4,3,-5,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
262,1,1.0,130,2.4,3,-1,30,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
263,2,1.19,110,2.4,3,5,30,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
264,3,1.01,340,1.6,2,-3,50,71.8,1.14,1.33,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
265,1,1.0,250,2.4,3,0,70,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
266,3,1.01,280,2.4,3,3,30,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
267,5,1.48,10,2.4,3,-4,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
268,5,1.48,430,2.4,3,-5,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
269,6,1.01,170,2.4,3,-1,50,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
270,5,1.48,210,2.4,3,2,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
271,2,1.19,390,2.4,3,4,70,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
272,5,1.48,360,2.4,3,5,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
273,4,0.99,180,1.6,2,1,30,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
274,1,1.0,310,1.6,2,-5,70,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
275,1,1.0,50,2.4,3,-3,50,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
276,5,1.48,480,2.4,3,-2,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
277,2,1.19,420,2.4,3,5,30,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
278,1,1.0,40,2.4,3,-5,30,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
279,3,1.01,290,2.4,3,3,70,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
280,1,1.0,140,2.4,3,0,50,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
281,2,1.19,260,2.4,3,-2,30,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
282,5,1.48,190,2.4,3,-3,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
283,2,1.19,20,2.4,3,-4,30,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
284,1,1.0,450,2.4,3,-1,50,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
285,6,1.01,160,1.6,2,-5,30,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
286,4,0.99,270,2.4,3,2,70,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
287,1,1.0,330,1.6,2,1,30,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
288,3,1.01,400,2.4,3,4,50,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
289,1,1.0,350,1.6,2,-5,30,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
290,6,1.01,220,2.4,3,-3,70,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
291,4,0.99,370,1.6,2,1,50,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
292,3,1.01,60,2.4,3,2,30,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
293,2,1.19,70,2.4,3,5,30,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
294,3,1.01,240,1.6,2,0,70,71.8,1.14,1.33,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
295,6,1.01,100,1.6,2,-4,50,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
296,6,1.01,120,2.4,3,-5,30,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
297,1,1.0,150,1.6,2,-2,30,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
298,1,1.0,490,2.4,3,3,70,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
299,2,1.19,10,2.4,3,-1,30,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
300,3,1.01,80,1.6,2,4,50,71.8,1.14,1.33,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
301,1,1.0,30,2.4,3,2,70,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
302,2,1.19,300,2.4,3,1,30,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
303,3,1.01,500,2.4,3,0,50,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
304,4,0.99,470,2.4,3,4,30,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
305,5,1.48,200,2.4,3,-3,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
306,2,1.19,410,2.4,3,-2,30,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
307,6,1.01,120,2.4,3,-5,50,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
308,3,1.01,110,1.6,2,5,70,71.8,1.14,1.33,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
309,1,1.0,410,1.6,2,-1,30,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
310,3,1.01,90,2.4,3,3,30,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
311,6,1.01,320,1.6,2,-4,50,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
312,5,1.48,170,2.4,3,-5,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
313,6,1.01,360,1.6,2,-5,30,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
314,2,1.19,210,2.4,3,-5,70,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
315,5,1.48,460,2.4,3,4,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
316,1,1.0,140,1.6,2,3,50,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
317,5,1.48,340,2.4,3,2,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
318,1,1.0,280,2.4,3,0,30,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
319,5,1.48,100,2.4,3,1,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
320,1,1.0,10,2.4,3,-3,50,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
321,6,1.01,350,2.4,3,-1,30,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
322,5,1.48,490,2.4,3,5,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
323,1,1.0,270,1.6,2,-2,30,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
324,2,1.19,80,2.4,3,-4,70,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
325,3,1.01,390,2.4,3,-1,30,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
326,1,1.0,380,2.4,3,-4,70,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
327,3,1.01,180,2.4,3,5,50,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
328,1,1.0,310,1.6,2,-5,30,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
329,1,1.0,480,2.4,3,0,30,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
330,1,1.0,230,2.4,3,-3,70,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
331,1,1.0,330,2.4,3,3,50,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
332,5,1.48,260,2.4,3,2,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
333,1,1.0,450,2.4,3,1,30,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
334,4,0.99,30,1.6,2,4,30,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
335,5,1.48,50,2.4,3,-2,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
336,1,1.0,440,2.4,3,-5,50,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
337,4,0.99,200,1.6,2,3,70,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
338,5,1.48,40,2.4,3,5,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
339,1,1.0,10,2.4,3,-5,30,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
340,1,1.0,400,2.4,3,0,30,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
341,1,1.0,430,2.4,3,-1,70,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
342,3,1.01,500,1.6,2,1,30,71.8,1.14,1.33,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
343,3,1.01,370,1.6,2,-4,30,71.8,1.14,1.33,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
